Country,City,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,lat,lng
Malaysia,Shah Alam,UiTM,Data Analytics,Master,2.0,7100,51.8,430,120,400,4.65,3.0739429,101.5185278
Saudi Arabia,Makkah,Umm Al-Qura University,Information Technology,PhD,4.0,4300,65.8,650,200,800,3.75,21.420847,39.826869
USA,San Francisco,Stanford University,Data Science,Master,2.0,55000,95.2,2400,160,1500,1.0,37.7749,-122.4194
UK,Leeds,University of Leeds,Computer Engineering,Master,2.0,35000,63.2,900,485,800,0.79,53.7974185,-1.5437941
Spain,Zaragoza,University of Zaragoza,Artificial Intelligence,PhD,4.0,2900,63.2,650,80,750,0.92,41.6521342,-0.8809428
Italy,Padua,University of Padua,Software Engineering,Master,2.0,3400,69.5,900,120,700,0.92,45.4077172,11.8734455
France,Strasbourg,University of Strasbourg,Data Analytics,Master,2.0,4000,70.2,1000,99,850,0.92,48.584614,7.7507127
Malaysia,Nilai,USIM,Computer Science,Bachelor,3.0,6800,50.5,400,120,400,4.65,2.8029227,101.8001051
Saudi Arabia,Al-Ahsa,King Faisal University,Information Systems,Master,2.0,4200,64.2,600,200,800,3.75,23.3036077,50.1258804
USA,Seattle,University of Washington,Software Development,PhD,5.0,50000,77.8,2000,160,1500,1.0,47.6038321,-122.330062
UK,Nottingham,University of Nottingham,Data Engineering,Master,2.0,34000,61.2,800,485,800,0.79,52.9534193,-1.1496461
